Entity,Code,Year,Illiterate,Literate
Upper-middle-income countries,,2013,5.9348373,94.06516
Upper-middle-income countries,,2014,5.5831604,94.41684
Upper-middle-income countries,,2015,5.4606476,94.53935
Upper-middle-income countries,,2016,5.238838,94.76116
Upper-middle-income countries,,2017,5.2283173,94.77168
Upper-middle-income countries,,2018,5.0739822,94.92602
Upper-middle-income countries,,2019,4.786087,95.21391
Upper-middle-income countries,,2020,4.6795197,95.32048
Upper-middle-income countries,,2021,4.6469193,95.35308
Upper-middle-income countries,,2022,4.504631,95.49537
Upper-middle-income countries,,2023,4.380478,95.61952
Uruguay,URY,1950,17.5,82.5
Uruguay,URY,1975,6.0,94.0
Uruguay,URY,1985,5.0,95.0
Uruguay,URY,1996,3.0,97.0
Uruguay,URY,2006,2.0,98.0
Uruguay,URY,2007,2.0,98.0
Uruguay,URY,2008,2.0,98.0
Uruguay,URY,2009,2.0,98.0
Uruguay,URY,2010,2.0,98.0
Uruguay,URY,2011,2.0,98.0
Uruguay,URY,2012,2.0,98.0
Uruguay,URY,2013,2.0,98.0
Uruguay,URY,2014,2.0,98.0
Uruguay,URY,2015,1.0,99.0
Uruguay,URY,2016,1.0,99.0
Uruguay,URY,2017,1.0,99.0
Uruguay,URY,2018,1.0,99.0
Uruguay,URY,2019,1.0,99.0
Uruguay,URY,2022,1.0,99.0
Uzbekistan,UZB,2000,1.0,99.0
Uzbekistan,UZB,2013,0.0,100.0
Uzbekistan,UZB,2014,0.0,100.0
Uzbekistan,UZB,2015,0.0,100.0
Uzbekistan,UZB,2016,0.0,100.0
Uzbekistan,UZB,2018,0.0,100.0
Uzbekistan,UZB,2019,0.0,100.0
Uzbekistan,UZB,2021,0.0,100.0
Uzbekistan,UZB,2022,0.0,100.0
Vanuatu,VUT,1950,67.5,32.5
Vanuatu,VUT,1979,47.0,53.0
Vanuatu,VUT,1999,26.0,74.0
Vanuatu,VUT,2023,12.0396805,87.96032
Venezuela,VEN,1950,47.5,52.5
Venezuela,VEN,1981,15.0,85.0
Venezuela,VEN,1990,10.0,90.0
Venezuela,VEN,2001,7.0,93.0
Venezuela,VEN,2007,5.0,95.0
Venezuela,VEN,2009,4.0,96.0
Venezuela,VEN,2011,5.0,95.0
Venezuela,VEN,2015,3.0,97.0
Venezuela,VEN,2016,3.0,97.0
Vietnam,VNM,1950,82.5,17.5
Vietnam,VNM,1979,16.0,84.0
Vietnam,VNM,1989,12.0,88.0
Vietnam,VNM,1999,10.0,90.0
Vietnam,VNM,2000,10.0,90.0
Vietnam,VNM,2009,6.0,94.0
Vietnam,VNM,2019,4.0,96.0
Vietnam,VNM,2022,4.0,96.0
Western Europe (Buringh and van Zanden),,1475,88.0,12.0
Western Europe (Buringh and van Zanden),,1550,82.0,18.0
Western Europe (Buringh and van Zanden),,1650,75.0,25.0
Western Europe (Buringh and van Zanden),,1750,69.0,31.0
World,OWID_WRL,1820,87.95331,12.046689
World,OWID_WRL,1870,81.259445,18.740555
World,OWID_WRL,1880,80.371544,19.628456
World,OWID_WRL,1890,79.48364,20.516357
World,OWID_WRL,1900,78.59574,21.404259
World,OWID_WRL,1910,73.5544,26.445602
World,OWID_WRL,1920,68.37684,31.623163
World,OWID_WRL,1930,67.47237,32.52763
World,OWID_WRL,1940,58.120777,41.879223
World,OWID_WRL,1950,64.04062,35.959377
World,OWID_WRL,1960,58.379623,41.620377
World,OWID_WRL,1976,34.341057,65.65894
World,OWID_WRL,1977,34.050743,65.94926
World,OWID_WRL,1978,33.427788,66.57221
World,OWID_WRL,1979,32.766098,67.2339
World,OWID_WRL,1980,32.152298,67.8477
World,OWID_WRL,1981,31.549332,68.45067
World,OWID_WRL,1982,30.957718,69.04228
World,OWID_WRL,1983,30.388542,69.61146
World,OWID_WRL,1984,29.7275,70.2725
World,OWID_WRL,1985,29.135513,70.86449
World,OWID_WRL,1986,28.583832,71.41617
World,OWID_WRL,1987,27.890457,72.10954
World,OWID_WRL,1988,26.175812,73.82419
World,OWID_WRL,1989,25.653069,74.34693
World,OWID_WRL,1990,25.09298,74.90702
World,OWID_WRL,1991,24.713493,75.28651
World,OWID_WRL,1992,24.30568,75.69432
World,OWID_WRL,1993,23.897552,76.10245
World,OWID_WRL,1994,23.498528,76.50147
World,OWID_WRL,1995,23.08815,76.91185
World,OWID_WRL,1996,22.703682,77.29632
World,OWID_WRL,1997,20.711563,79.28844
World,OWID_WRL,1998,19.531303,80.4687
World,OWID_WRL,1999,19.194,80.806
World,OWID_WRL,2000,19.020767,80.97923
World,OWID_WRL,2001,18.71399,81.28601
World,OWID_WRL,2002,18.35981,81.64019
World,OWID_WRL,2003,17.885712,82.11429
World,OWID_WRL,2004,17.55272,82.44728
World,OWID_WRL,2005,17.545242,82.45476
World,OWID_WRL,2006,17.574707,82.42529
World,OWID_WRL,2007,16.988152,83.01185
World,OWID_WRL,2008,16.614449,83.38555
World,OWID_WRL,2009,16.391289,83.60871
World,OWID_WRL,2010,15.772797,84.2272
World,OWID_WRL,2011,15.58918,84.41082
World,OWID_WRL,2012,15.398582,84.60142
World,OWID_WRL,2013,15.09687,84.90313
World,OWID_WRL,2014,14.713577,85.28642
World,OWID_WRL,2015,14.321091,85.67891
World,OWID_WRL,2016,13.999863,86.00014
World,OWID_WRL,2017,13.822968,86.17703
World,OWID_WRL,2018,13.562492,86.43751
World,OWID_WRL,2019,13.452057,86.54794
World,OWID_WRL,2020,13.252518,86.74748
World,OWID_WRL,2021,13.072456,86.92754
World,OWID_WRL,2022,12.844643,87.15536
World,OWID_WRL,2023,12.643967,87.35603
Yemen,YEM,1950,97.0,3.0
Yemen,YEM,1994,63.0,37.0
Yugoslavia,OWID_YGS,1931,44.6,55.4
Yugoslavia,OWID_YGS,1948,25.4,74.6
Yugoslavia,OWID_YGS,1950,27.5,72.5
Zambia,ZMB,1950,77.5,22.5
Zambia,ZMB,1990,35.0,65.0
Zambia,ZMB,1999,32.0,68.0
Zambia,ZMB,2002,31.0,69.0
Zambia,ZMB,2010,17.0,83.0
Zambia,ZMB,2018,28.867699,71.1323
Zanzibar,OWID_ZAN,1950,92.5,7.5
Zimbabwe,ZWE,1950,77.5,22.5
Zimbabwe,ZWE,1982,22.0,78.0
Zimbabwe,ZWE,1992,16.0,84.0
Zimbabwe,ZWE,2019,6.7724533,93.22755
